"","identifier","datestamp","setSpec","setSpec.1","setSpec.2","setSpec.3","setSpec.4","setSpec.5","title","creator","creator.1","creator.2","creator.3","subject","description","description.1","date","type","type.1","identifier.4","source","identifier.1","identifier.2","identifier.3","language","rights","format","format.1","creator.4","creator.5","creator.6","creator.7","creator.8","creator.9","subject.1","subject.2","subject.3","subject.4","subject.5","subject.6","format.2","setSpec.6","setSpec.7","creator.10","title.1","creator.11","creator.12","creator.13","creator.14","creator.15","creator.16","creator.17","creator.18","creator.19","creator.20","creator.21","creator.22","creator.23","creator.24","creator.25","creator.26","creator.27","creator.28","creator.29","creator.30","creator.31","creator.32","creator.33","creator.34","creator.35","creator.36","creator.37","creator.38","creator.39","creator.40","creator.41","creator.42","creator.43","creator.44","creator.45","creator.46","creator.47","creator.48","creator.49","creator.50","creator.51","creator.52","creator.53","creator.54","creator.55","creator.56","creator.57","creator.58","creator.59","creator.60","creator.61","creator.62","creator.63","creator.64","creator.65","creator.66","creator.67","creator.68","creator.69","creator.70","creator.71","creator.72","creator.73","creator.74","creator.75","creator.76","creator.77","creator.78","creator.79","creator.80","creator.81","subject.7","subject.8","subject.9","subject.10","subject.11","subject.12","subject.13","subject.14","subject.15","subject.16","subject.17","subject.18","subject.19","subject.20","subject.21","subject.22","subject.23","subject.24","subject.25","subject.26"
"11","oai:kops.uni-konstanz.de:123456789/33769","2018-05-15T11:33:19Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","Multiparameter toxicity assessment of novel DOPO-derived organophosphorus flame retardants","Hirsch, Cordula","Striegl, Britta","Mathes, Stephanie","Adlhart, Christian","ddc:570","Halogen-free organophosphorus flame retardants are considered as replacements for the phased-out class of polybrominated diphenyl ethers (PBDEs). However, toxicological information on new flame retardants is still limited. Based on their excellent flame retardation potential, we have selected three novel 9,10-dihydro-9-oxa-10-phosphaphenanthrene-10-oxide (DOPO) derivatives and assessed their toxicological profile using a battery of in vitro test systems in order to provide toxicological information before their large-scale production and use. PBDE-99, applied as a reference compound, exhibited distinct neuro-selective cytotoxicity at concentrations ≥10 µM. 6-(2-((6-oxido-6H-dibenzo[c,e][1,2]oxaphosphinin-6-yl)amino)ethoxy)-6H-dibenzo[c,e][1,2]oxaphosphinine 6-oxide (ETA-DOPO) and 6,6'-(ethane-1,2-diylbis(oxy))bis(6H-dibenzo[c,e][1,2]oxaphosphinine-6-oxide) (EG-DOPO) displayed adverse effects at concentrations >10 µM in test systems reflecting the properties of human central and peripheral nervous system neurons, as well as in a set of non-neuronal cell types. DOPO and its derivative 6,6'-(ethane-1,2-diylbis(azanediyl))bis(6H-dibenzo[c,e][1,2]oxaphosphinine-6-oxide) (EDA-DOPO) were neither neurotoxic, nor did they exhibit an influence on neural crest cell migration, or on the integrity of human skin equivalents. The two compounds furthermore displayed no inflammatory activation potential, nor did they affect algae growth or daphnia viability at concentrations ≤400 µM. Based on the superior flame retardation properties, biophysical features suited for use in polyurethane foams, and low cytotoxicity of EDA-DOPO, our results suggest that it is a candidate for the replacement of currently applied flame retardants.","published","2017","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-0-327183","Archives of Toxicology ; 91 (2017), 1. - S. 407-425. - ISSN 0003-9446. - eISSN 1432-0738","483259918","http://dx.doi.org/10.1007/s00204-016-1680-4","26928308","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Krebs, Alice","Nyffeler, Johanna","Pape, Regina","Bürkle, Alexander","Leist, Marcel","Schildknecht, Stefan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","oai:kops.uni-konstanz.de:123456789/42372","2018-05-18T01:15:35Z","com_123456789_14","col_123456789_45","doc-type:article","ddc:400","doc-type:Text","open_access","Grey Matter Volume in the Cerebellum is Related to the Processing of Grammatical Rules in a Second Language : A Structural Voxel-based Morphometry Study","Pliatsikas, Christos","Johnstone, Tom","Marinis, Theodoros",NA,"Cerebellum; VBM; Grammatical processing; Second language","The experience of learning and using a second language (L2) has been shown to affect the grey matter (GM) structure of the brain. Importantly, GM density in several cortical and subcortical areas has been shown to be related to performance in L2 tasks. Here, we show that bilingualism can lead to increased GM volume in the cerebellum, a structure that has been related to the processing of grammatical rules. Additionally, the cerebellar GM volume of highly proficient L2 speakers is correlated to their performance in a task tapping on grammatical processing in an L2, demonstrating the importance of the cerebellum for the establishment and use of grammatical rules in an L2.","published","2014","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-2-ev2yvo056vjw8","The Cerebellum ; 13 (2014), 1. - S. 55-63. - ISSN 1473-4222. - eISSN 1473-4230","505184389","http://dx.doi.org/10.1007/s12311-013-0515-6","23990323","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf",NA,NA,NA,NA,NA,NA,"ddc:400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","oai:kops.uni-konstanz.de:123456789/32187","2018-05-04T07:08:34Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","Small-scale variation in sexual size dimorphism and sex ratio in the aquatic moth Acentria ephemerella Denis and Schiffermüller, 1775 (Lepidoptera: Crambidae)","Miler, Oliver","Gross, Elisabeth M.","Straile, Dietmar",NA,"ddc:570","The aquatic herbivorous and capital-breeding moth Acentria ephemerella Denis and Schiffermüller, 1775 feeds on submerged pondweeds, Potamogeton spp., and is highly preyed upon by fish in the littoral zone. We studied the spatiotemporal within-lake variability of length, sexual size dimorphism (SSD) and sex ratio of A. ephemerella pupae and of larval population densities. Population densities at three sampling sites strongly increased from July to August and were significantly higher at the Reichenau site in July. Acentria ephemerella sex ratio was male-biased at the Güttingen and Hagnau sites, but showed unbiased or slightly biased sex ratios at Reichenau. The SSD was strongly female-biased. Female size and SSD declined during summer, possibly due to reduced food quantity/quality. The SSD was highest at Reichenau, with little to no differences between Hagnau and Güttingen. At Reichenau, the high population size in July coincided with an unbiased sex ratio, and large SSD/female size due to multiple, possibly interacting factors, including fish predation.","published","2014","doc-type:article","doc-type:Text",NA,"Aquatic Insects ; 36 (2014), 3-4. - S. 187-199. - ISSN 0165-0424. - eISSN 1744-4152","45236678X","http://dx.doi.org/10.1080/01650424.2015.1066015","http://nbn-resolving.de/urn:nbn:de:bsz:352-0-307751","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","oai:kops.uni-konstanz.de:123456789/34241","2018-05-17T11:51:51Z","com_123456789_5","col_123456789_36","doc-type:article","ddc:004","doc-type:Text","open_access","A review of volunteered geographic information quality assessment methods","Senaratne, Hansi","Mobasheri, Amin","Ali, Ahmed Loai","Capineri, Cristina","Volunteered geographic information, spatial data quality, spatial data applications","With the ubiquity of advanced web technologies and location-sensing hand held devices, citizens regardless of their knowledge or expertise, are able to produce spatial information. This phenomenon is known as volunteered geographic information (VGI). During the past decade VGI has been used as a data source supporting a wide range of services, such as environmental monitoring, events reporting, human movement analysis, disaster management, etc. However, these volunteer-contributed data also come with varying quality. Reasons for this are: data is produced by heterogeneous contributors, using various technologies and tools, having different level of details and precision, serving heterogeneous purposes, and a lack of gatekeepers. Crowd-sourcing, social, and geographic approaches have been proposed and later followed to develop appropriate methods to assess the quality measures and indicators of VGI. In this article, we review various quality measures and indicators for selected types of VGI and existing quality assessment methods. As an outcome, the article presents a classification of VGI with current methods utilized to assess the quality of selected types of VGI. Through these findings, we introduce data mining as an additional approach for quality handling in VGI.","published","2017-01-02","doc-type:article","doc-type:Text",NA,"International Journal of Geographical Information Science ; 31 (2017), 1. - S. 139-167. - ISSN 1365-8816. - eISSN 1362-3087","479591016","http://dx.doi.org/10.1080/13658816.2016.1189556","http://nbn-resolving.de/urn:nbn:de:bsz:352-0-341149","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Haklay, Mordechai",NA,NA,NA,NA,NA,"ddc:004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","oai:kops.uni-konstanz.de:123456789/12577","2018-05-04T07:08:34Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","USE1 is a bispecific conjugating enzyme for ubiquitin and FAT10, which FAT10ylates itself in cis","Aichem, Annette","Pelzer, Christiane","Lukasiak, Sebastian","Kalveram, Birte","ddc:570","The ubiquitin-like modifier FAT10 targets proteins for degradation by the proteasome and is activated by the E1 enzyme UBA6. In this study, we identify the UBA6-specific E2 enzyme (USE1) as an interaction partner of FAT10. Activated FAT10 can be transferred from UBA6 onto USE1 in vitro, and endogenous USE1 and FAT10 can be coimmunoprecipitated from intact cells. Small interfering RNA-mediated downregulation of USE1 mRNA resulted in a strong reduction of FAT10 conjugate formation under endogenous conditions, suggesting that USE1 is a major E2 enzyme in the FAT10 conjugation cascade. Interestingly, USE1 is not only the first E2 enzyme but also the first known substrate of FAT10 conjugation, as it was efficiently auto-FAT10ylated in cis but not in trans.",NA,"2010","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-125773","Nature Communications ; 1 (2010), 2. - S. 1-10. - eISSN 2041-1723","496357387","http://dx.doi.org/10.1038/ncomms1012","20975683","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Sheppard, Paul W.","Rani, Neha","Schmidtke, Gunter","Gröttrup, Marcus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","oai:kops.uni-konstanz.de:123456789/42227","2018-05-05T01:04:36Z","com_123456789_5","col_123456789_36","doc-type:article","ddc:004","doc-type:Text","open_access","Combining Model Reductions","Camporesi, Ferdinanda","Feret, Jérôme","Koeppl, Heinz","Petrov, Tatjana","rules-based modeling, model reduction, abstract interpretation, symmetries","Molecular biological models usually suffer from a large combinatorial explosion. Indeed, proteins form complexes and modify each others, which leads to the formation of a huge number of distinct chemical species (i.e. non-isomorphic connected components of proteins). Thus we cannot generate explicitly the quantitative semantics of these models, and even less compute their properties. Model reduction aims at reducing this complexity by providing another grain of observation. In this paper, we propose two unifying frameworks for combining model reductions: we propose a symmetric product operator for combining model reductions for stochastic semantics and we show how to abstract further existing reduced differential systems by the means of linear projections. We apply both frameworks so as to abstract further existing reduced quantitative semantics of the models that are written in Kappa, by taking into account symmetries among binding sites in proteins.","published","2010","doc-type:article","doc-type:Text",NA,"Electronic Notes in Theoretical Computer Science ; 265 (2010). - S. 73-96. - ISSN 1571-0661","502652438","http://dx.doi.org/10.1016/j.entcs.2010.08.006","http://nbn-resolving.de/urn:nbn:de:bsz:352-2-m9zzw1bc6grt8","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf",NA,NA,NA,NA,NA,NA,"ddc:004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","oai:kops.uni-konstanz.de:123456789/36619","2018-05-04T07:08:34Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","Newly translated proteins are substrates for ubiquitin, ISG15, and FAT10","Spinnenhirn, Valentina","Bitzer, Annegret","Aichem, Annette","Gröttrup, Marcus","ddc:570","The ubiquitin-like modifier, FAT10, is involved in proteasomal degradation and antigen processing. As ubiquitin and the ubiquitin-like modifier, ISG15, cotranslationally modify proteins, we investigated whether FAT10 could also be conjugated to newly synthesized proteins. Indeed, we found that nascent proteins are modified with FAT10, but not with the same preference for newly synthesized proteins as observed for ISG15. Our data show that puromycin-labeled polypeptides are strongly modified by ISG15 and less intensely by ubiquitin and FAT10. Nevertheless, conjugates of all three modifiers copurify with ribosomes. Taken together, we show that unlike ISG15, ubiquitin and FAT10 are conjugated to a similar degree to newly translated and pre-existing proteins.","published","2017","doc-type:article","doc-type:Text",NA,"FEBS letters ; 591 (2017), 1. - S. 186-195. - ISSN 0014-5793. - eISSN 1873-3468","486012433","http://dx.doi.org/10.1002/1873-3468.12512","http://nbn-resolving.de/urn:nbn:de:bsz:352-0-385916","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","oai:kops.uni-konstanz.de:123456789/21992","2018-05-04T07:08:34Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","The proteomic analysis of endogenous FAT10 substrates identifies p62/SQSTM1 as a substrate of FAT10ylation","Aichem, Annette","Kalveram, Birte","Spinnenhirn, Valentina","Kluge, Kathrin","Ubiquitin","FAT10 is a ubiquitin-like modifier proposed to function in apoptosis induction, cell cycle control and NF-kB activation. Upon induction by pro-inflammatory cytokines, hundreds of endogenous substrates become covalently conjugated to FAT10 leading to their proteasomal degradation. Nevertheless, only three substrates have been identified so far to which FAT10 becomes covalently attached through a non-reducible isopeptide bond, and these are the FAT10-conjugating enzyme USE1 which auto-FAT10ylates itself in cis, the tumor suppressor p53 and the ubiquitin-activating enzyme UBE1 (UBA1). To identify additional FAT10 substrates and interaction partners, we used a new monoclonal FAT10-specific antibody to immunopurify endogenous FAT10 conjugates from interferon (IFN)cand tumor necrosis factor (TNF)alpha-stimulated cells for identification by mass spectrometry. In addition to two already known FAT10- interacting proteins, histone deacetylase 6 and UBA6, we identified 569 novel FAT10-interacting proteins involved in different functional pathways such as autophagy, cell cycle regulation, apoptosis and cancer. Thirty-one percent of all identified proteins were<br />categorized as putative covalently linked substrates. One of the identified proteins, the autophagosomal receptor p62/SQSTM1, was further investigated. p62 becomes covalently mono-FAT10ylated at several lysines, and FAT10 colocalizes with p62 in p62 bodies.<br />Strikingly, FAT10ylation of p62 leads to its proteasomal degradation, and prolonged induction of endogenous FAT10 expression by proinflammatory cytokines leads to a decrease of endogenous p62. The elucidation of the FAT10 degradome should enable a better understanding of why FAT10 has evolved as an additional transferable tag for proteasomal degradation.",NA,"2012-10-01","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-219921","Journal of Cell Science ; 125 (2012), 19. - S. 4576-4585. - ISSN 0021-9533. - eISSN 1477-9137","495526029","http://dx.doi.org/10.1242/jcs.107789","22797925","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Catone, Nicola","Johansen, Terje","Gröttrup, Marcus",NA,NA,NA,"Proteasome","FAT10","Proteomics","p62","ddc:570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","oai:kops.uni-konstanz.de:123456789/34927","2018-05-18T14:18:04Z","com_123456789_5","col_123456789_36","doc-type:article","ddc:004","doc-type:Text","open_access","A Systematic Review of Experimental Studies on Data Glyphs","Fuchs, Johannes","Isenberg, Petra","Bezerianos, Anastasia","Keim, Daniel","ddc:004","We systematically reviewed 64 user-study papers on data glyphs to help researchers and practitioners gain an informed understanding of tradeoffs in the glyph design space. The glyphs we consider are individual representations of multi-dimensional data points, often meant to be shown in small-multiple settings. Over the past 60 years many different glyph designs were proposed and many of these designs have been subjected to perceptual or comparative evaluations. Yet, a systematic overview of the types of glyphs and design variations tested, the tasks under which they were analyzed, or even the study goals and results does not yet exist. In this paper we provide such an overview by systematically sampling and tabulating the literature on data glyph studies, listing their designs, questions, data, and tasks. In addition we present a concise overview of the types of glyphs and their design characteristics analyzed by researchers in the past, and a synthesis of the study results. Based on our meta analysis of all results we further contribute a set of design implications and a discussion on open research directions.","published","2017-07-01","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-0-345320","IEEE Transactions on Visualization and Computer Graphics ; 23 (2017), 7. - S. 1863-1879. - ISSN 1077-2626. - eISSN 1941-0506","489871461","http://dx.doi.org/10.1109/TVCG.2016.2549018","27046902","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","oai:kops.uni-konstanz.de:123456789/42160","2018-05-06T01:13:52Z","com_123456789_14","col_123456789_45","doc-type:article","ddc:400","doc-type:Text","open_access","Bias in polar questions : Evidence from English and German production experiments","Domaneschi, Filippo","Romero, Maribel","Braun, Bettina",NA,"polar question; bias; negation; experimental pragmatics; prosody","Different polar question forms (e.g., Do you / Do you not / Don’t you / Really? Do you... have a car?) are not equally appropriate in all situations. The present experiments investigate which combinations of original speaker belief and contextual evidence influence the choice of question type in English and German. Our results show that both kinds of bias interact: in both languages, positive polar questions are typically selected when there is no original speaker belief and positive or non-informative contextual evidence; low negation questions (Do you not...?) are most frequently chosen when no original belief meets negative contextual evidence; high negation questions (Don’t you...?) are prompted when positive original speaker belief is followed by negative or non-informative contextual evidence; positive questions with really are produced most frequently when a negative original bias is combined with positive contextual evidence. In string-identical forms, there are prosodic differences across crucial conditions.","published","2017-03-29","doc-type:article","doc-type:Text",NA,"Glossa : A Journal of General Linguistics ; 2 (2017), 1. - 26. - eISSN 2397-1835","502333669","http://dx.doi.org/10.5334/gjgl.27","http://nbn-resolving.de/urn:nbn:de:bsz:352-2-rup5xw50w2z25","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf",NA,NA,NA,NA,NA,NA,"ddc:400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
